"","Country/Region","Date","R","ci_95_u","ci_95_l","ci_65_u","ci_65_l","days_infectious","last_updated"
"219","Georgia",2020-11-04,1.28987374341273,1.65105880212049,0.928817608442792,1.45665812790626,1.12328296054199,7,2021-02-25
"220","Georgia",2020-11-05,1.306919377108,1.67404208068535,0.948215115426366,1.47521189720372,1.13793851370668,7,2021-02-25
"221","Georgia",2020-11-06,1.32006709825582,1.68837248210852,0.959078452369947,1.48959363547944,1.15030691528497,7,2021-02-25
"222","Georgia",2020-11-07,1.31926642138515,1.69051558672233,0.965943606654116,1.48676607943444,1.15057131677611,7,2021-02-25
"223","Georgia",2020-11-08,1.30988235930771,1.67410684881189,0.956497689206294,1.47642321365412,1.14287118358842,7,2021-02-25
"224","Georgia",2020-11-09,1.29403655639251,1.66049510715613,0.938025719666212,1.46179535068568,1.1258444299529,7,2021-02-25
"225","Georgia",2020-11-10,1.27764295041469,1.64167703403779,0.917927883866871,1.4448585515401,1.10893795960187,7,2021-02-25
"226","Georgia",2020-11-11,1.26194266841456,1.62827086799173,0.90043477927404,1.42822566714059,1.09406452701776,7,2021-02-25
"227","Georgia",2020-11-12,1.2503897167319,1.6170928358263,0.888245894884099,1.41935190090246,1.08208927737471,7,2021-02-25
"228","Georgia",2020-11-13,1.24059734122695,1.60900077543291,0.879349927867983,1.40859010039051,1.07198870221508,7,2021-02-25
"229","Georgia",2020-11-14,1.22120253059337,1.58705112962856,0.859956197688035,1.38990589594839,1.0538653263231,7,2021-02-25
"230","Georgia",2020-11-15,1.19771445538752,1.55729164380534,0.832483455964416,1.36639595556887,1.03165894714997,7,2021-02-25
"231","Georgia",2020-11-16,1.18335073426331,1.54179939957048,0.821866779605675,1.35153506356803,1.01553335791184,7,2021-02-25
"232","Georgia",2020-11-17,1.17587103682302,1.54123523234058,0.811025455817611,1.3435968321192,1.00710367784616,7,2021-02-25
"233","Georgia",2020-11-18,1.17607932524429,1.53930229160694,0.814498222982292,1.34359609670644,1.00786856274305,7,2021-02-25
"234","Georgia",2020-11-19,1.17439591495932,1.53531052040626,0.816124409465157,1.34348571630612,1.00611518399145,7,2021-02-25
"235","Georgia",2020-11-20,1.1688635839428,1.5320177830195,0.809012446817416,1.33752410814725,0.999825757478916,7,2021-02-25
"236","Georgia",2020-11-21,1.16106656681722,1.52736185336687,0.798534975884708,1.32954221749776,0.992312616547074,7,2021-02-25
"237","Georgia",2020-11-22,1.14944831754549,1.51303196577925,0.783109980755396,1.31970174712124,0.980194822853715,7,2021-02-25
"238","Georgia",2020-11-23,1.13028130763502,1.4957033540901,0.764734040522787,1.29899215885265,0.958285769427125,7,2021-02-25
