"","ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"989",2020-11-24,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.0993,0.26864,"full_february","DAY_OF_WEEK"
"990",2020-11-25,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.16182,0.29265,"full_february","DAY_OF_WEEK"
"991",2020-11-26,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17851,0.30173,"full_february","DAY_OF_WEEK"
"992",2020-11-27,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.05714,0.24557,"full_february","DAY_OF_WEEK"
"993",2020-11-28,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.15059,0.34049,"full_february","DAY_OF_WEEK"
"994",2020-11-29,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.19552,0.37998,"full_february","DAY_OF_WEEK"
"995",2020-11-30,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.23406,0.32058,"full_february","DAY_OF_WEEK"
"996",2020-12-01,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17918,0.31397,"full_february","DAY_OF_WEEK"
"997",2020-12-02,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17065,0.31682,"full_february","DAY_OF_WEEK"
"998",2020-12-03,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.22974,0.31877,"full_february","DAY_OF_WEEK"
"999",2020-12-04,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.18096,0.30415,"full_february","DAY_OF_WEEK"
"1000",2020-12-05,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.09533,0.32873,"full_february","DAY_OF_WEEK"
"1001",2020-12-06,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.11281,0.33834,"full_february","DAY_OF_WEEK"
"1002",2020-12-07,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.16827,0.3148,"full_february","DAY_OF_WEEK"
"1003",2020-12-08,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17913,0.32102,"full_february","DAY_OF_WEEK"
"1004",2020-12-09,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.19319,0.32597,"full_february","DAY_OF_WEEK"
"1005",2020-12-10,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.18676,0.31029,"full_february","DAY_OF_WEEK"
"1006",2020-12-11,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.19873,0.31786,"full_february","DAY_OF_WEEK"
"1007",2020-12-12,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.1144,0.34666,"full_february","DAY_OF_WEEK"
"1008",2020-12-13,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12395,0.34448,"full_february","DAY_OF_WEEK"
"1009",2020-12-14,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.13634,0.30257,"full_february","DAY_OF_WEEK"
"1010",2020-12-15,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.11443,0.28208,"full_february","DAY_OF_WEEK"
"1011",2020-12-16,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.16958,0.31804,"full_february","DAY_OF_WEEK"
"1012",2020-12-17,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.2454,0.32946,"full_february","DAY_OF_WEEK"
"1013",2020-12-18,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.14997,0.27893,"full_february","DAY_OF_WEEK"
"1014",2020-12-19,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.00757,0.29664,"full_february","DAY_OF_WEEK"
"1015",2020-12-20,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17862,0.34692,"full_february","DAY_OF_WEEK"
"1016",2020-12-21,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.10523,0.2904,"full_february","DAY_OF_WEEK"
"1017",2020-12-22,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.14605,0.28089,"full_february","DAY_OF_WEEK"
"1018",2020-12-23,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.13215,0.31066,"full_february","DAY_OF_WEEK"
"1019",2020-12-24,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12374,0.2903,"full_february","DAY_OF_WEEK"
"1020",2020-12-25,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.00729,0.25694,"full_february","DAY_OF_WEEK"
"1021",2020-12-26,"GEO","GADM","GEO.4.5_1","Kutaisi",0.14211,0.26283,"full_february","DAY_OF_WEEK"
"1022",2020-12-27,"GEO","GADM","GEO.4.5_1","Kutaisi",0.0885,0.2643,"full_february","DAY_OF_WEEK"
"1023",2020-12-28,"GEO","GADM","GEO.4.5_1","Kutaisi",0.02809,0.22731,"full_february","DAY_OF_WEEK"
"1024",2020-12-29,"GEO","GADM","GEO.4.5_1","Kutaisi",0.01995,0.22943,"full_february","DAY_OF_WEEK"
"1025",2020-12-30,"GEO","GADM","GEO.4.5_1","Kutaisi",0.10376,0.22478,"full_february","DAY_OF_WEEK"
"1026",2020-12-31,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.09187,0.29579,"full_february","DAY_OF_WEEK"
"1027",2021-01-01,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.2397,0.32219,"full_february","DAY_OF_WEEK"
"1028",2021-01-02,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.15309,0.31353,"full_february","DAY_OF_WEEK"
"1029",2021-01-03,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.10506,0.3179,"full_february","DAY_OF_WEEK"
"1030",2021-01-04,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.17657,0.30265,"full_february","DAY_OF_WEEK"
"1031",2021-01-05,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12104,0.28381,"full_february","DAY_OF_WEEK"
"1032",2021-01-06,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12523,0.27482,"full_february","DAY_OF_WEEK"
"1033",2021-01-07,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.2604,0.31129,"full_february","DAY_OF_WEEK"
"1034",2021-01-08,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.1512,0.28215,"full_february","DAY_OF_WEEK"
"1035",2021-01-09,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.05072,0.28356,"full_february","DAY_OF_WEEK"
"1036",2021-01-10,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.01428,0.2983,"full_february","DAY_OF_WEEK"
"1037",2021-01-11,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.20442,0.33137,"full_february","DAY_OF_WEEK"
"1038",2021-01-12,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.15705,0.29912,"full_february","DAY_OF_WEEK"
"1039",2021-01-13,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.10302,0.25131,"full_february","DAY_OF_WEEK"
"1040",2021-01-14,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.28515,0.31856,"full_february","DAY_OF_WEEK"
"1041",2021-01-15,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.18812,0.29011,"full_february","DAY_OF_WEEK"
"1042",2021-01-16,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.0882,0.30619,"full_february","DAY_OF_WEEK"
"1043",2021-01-17,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.07041,0.32261,"full_february","DAY_OF_WEEK"
"1044",2021-01-18,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.13187,0.27625,"full_february","DAY_OF_WEEK"
"1045",2021-01-19,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.23761,0.30536,"full_february","DAY_OF_WEEK"
"1046",2021-01-20,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12786,0.27792,"full_february","DAY_OF_WEEK"
"1047",2021-01-21,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.21034,0.29217,"full_february","DAY_OF_WEEK"
"1048",2021-01-22,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.13442,0.28116,"full_february","DAY_OF_WEEK"
"1049",2021-01-23,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.07698,0.28609,"full_february","DAY_OF_WEEK"
"1050",2021-01-24,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.09619,0.3031,"full_february","DAY_OF_WEEK"
"1051",2021-01-25,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.1108,0.24334,"full_february","DAY_OF_WEEK"
"1052",2021-01-26,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.11469,0.24584,"full_february","DAY_OF_WEEK"
"1053",2021-01-27,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12195,0.2579,"full_february","DAY_OF_WEEK"
"1054",2021-01-28,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.138,0.25815,"full_february","DAY_OF_WEEK"
"1055",2021-01-29,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.11127,0.26155,"full_february","DAY_OF_WEEK"
"1056",2021-01-30,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.07506,0.27255,"full_february","DAY_OF_WEEK"
"1057",2021-01-31,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.05404,0.29499,"full_february","DAY_OF_WEEK"
"1058",2021-02-01,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.0366,0.2113,"full_february","DAY_OF_WEEK"
"1059",2021-02-02,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.02428,0.213,"full_february","DAY_OF_WEEK"
"1060",2021-02-03,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.01978,0.20082,"full_february","DAY_OF_WEEK"
"1061",2021-02-04,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.09801,0.20977,"full_february","DAY_OF_WEEK"
"1062",2021-02-05,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.14731,0.26034,"full_february","DAY_OF_WEEK"
"1063",2021-02-06,"GEO","GADM","GEO.4.5_1","Kutaisi",0.00492,0.27394,"full_february","DAY_OF_WEEK"
"1064",2021-02-07,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.14804,0.33382,"full_february","DAY_OF_WEEK"
"1065",2021-02-08,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.00498,0.2103,"full_february","DAY_OF_WEEK"
"1066",2021-02-09,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.06441,0.22412,"full_february","DAY_OF_WEEK"
"1067",2021-02-10,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.0614,0.20971,"full_february","DAY_OF_WEEK"
"1068",2021-02-11,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.02002,0.19586,"full_february","DAY_OF_WEEK"
"1069",2021-02-12,"GEO","GADM","GEO.4.5_1","Kutaisi",0.03268,0.19911,"full_february","DAY_OF_WEEK"
"1070",2021-02-13,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.03718,0.28062,"full_february","DAY_OF_WEEK"
"1071",2021-02-14,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.01926,0.29488,"full_february","DAY_OF_WEEK"
"1072",2021-02-15,"GEO","GADM","GEO.4.5_1","Kutaisi",0.04376,0.18795,"full_february","DAY_OF_WEEK"
"1073",2021-02-16,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.03432,0.22164,"full_february","DAY_OF_WEEK"
"1074",2021-02-17,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.06316,0.23312,"full_february","DAY_OF_WEEK"
"1075",2021-02-18,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12892,0.23457,"full_february","DAY_OF_WEEK"
"1076",2021-02-19,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.05474,0.20073,"full_february","DAY_OF_WEEK"
"1077",2021-02-20,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.14273,0.32362,"full_february","DAY_OF_WEEK"
"1078",2021-02-21,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.12859,0.31169,"full_february","DAY_OF_WEEK"
"1079",2021-02-22,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.03208,0.20107,"full_february","DAY_OF_WEEK"
"1080",2021-02-23,"GEO","GADM","GEO.4.5_1","Kutaisi",-0.03832,0.21804,"full_february","DAY_OF_WEEK"
