"","ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"137",2020-07-15,"GEO","GADM","GEO.1.1_1","Gagra",-0.15883,0.22298,"full_february","DAY_OF_WEEK"
"138",2020-07-16,"GEO","GADM","GEO.1.1_1","Gagra",-0.10492,0.23349,"full_february","DAY_OF_WEEK"
"139",2020-07-17,"GEO","GADM","GEO.1.1_1","Gagra",0.01823,0.20993,"full_february","DAY_OF_WEEK"
"140",2020-07-18,"GEO","GADM","GEO.1.1_1","Gagra",-0.10168,0.23214,"full_february","DAY_OF_WEEK"
"141",2020-07-19,"GEO","GADM","GEO.1.1_1","Gagra",-0.00219,0.21559,"full_february","DAY_OF_WEEK"
"142",2020-07-20,"GEO","GADM","GEO.1.1_1","Gagra",-0.12343,0.23362,"full_february","DAY_OF_WEEK"
"143",2020-07-21,"GEO","GADM","GEO.1.1_1","Gagra",-0.21956,0.22038,"full_february","DAY_OF_WEEK"
"144",2020-07-22,"GEO","GADM","GEO.1.1_1","Gagra",-0.17691,0.20621,"full_february","DAY_OF_WEEK"
"145",2020-07-23,"GEO","GADM","GEO.1.1_1","Gagra",-0.04712,0.19888,"full_february","DAY_OF_WEEK"
"146",2020-07-24,"GEO","GADM","GEO.1.1_1","Gagra",-0.05435,0.21389,"full_february","DAY_OF_WEEK"
"147",2020-07-25,"GEO","GADM","GEO.1.1_1","Gagra",-0.06394,0.24284,"full_february","DAY_OF_WEEK"
"148",2020-07-26,"GEO","GADM","GEO.1.1_1","Gagra",-0.03444,0.25013,"full_february","DAY_OF_WEEK"
"149",2020-07-27,"GEO","GADM","GEO.1.1_1","Gagra",-0.08067,0.24015,"full_february","DAY_OF_WEEK"
"150",2020-07-28,"GEO","GADM","GEO.1.1_1","Gagra",-0.14385,0.22066,"full_february","DAY_OF_WEEK"
"151",2020-07-29,"GEO","GADM","GEO.1.1_1","Gagra",-0.13032,0.24574,"full_february","DAY_OF_WEEK"
"152",2020-07-30,"GEO","GADM","GEO.1.1_1","Gagra",-0.11553,0.2278,"full_february","DAY_OF_WEEK"
"153",2020-07-31,"GEO","GADM","GEO.1.1_1","Gagra",-0.102,0.20065,"full_february","DAY_OF_WEEK"
"154",2020-08-01,"GEO","GADM","GEO.1.1_1","Gagra",-0.02926,0.22125,"full_february","DAY_OF_WEEK"
"155",2020-08-02,"GEO","GADM","GEO.1.1_1","Gagra",0.0942,0.22781,"full_february","DAY_OF_WEEK"
"156",2020-08-03,"GEO","GADM","GEO.1.1_1","Gagra",0.09797,0.17472,"full_february","DAY_OF_WEEK"
"157",2020-08-04,"GEO","GADM","GEO.1.1_1","Gagra",0.12205,0.215,"full_february","DAY_OF_WEEK"
"158",2020-08-05,"GEO","GADM","GEO.1.1_1","Gagra",0.217,0.19796,"full_february","DAY_OF_WEEK"
"159",2020-08-06,"GEO","GADM","GEO.1.1_1","Gagra",0.24749,0.16916,"full_february","DAY_OF_WEEK"
"160",2020-08-07,"GEO","GADM","GEO.1.1_1","Gagra",0.31193,0.20051,"full_february","DAY_OF_WEEK"
"161",2020-08-08,"GEO","GADM","GEO.1.1_1","Gagra",0.25333,0.20071,"full_february","DAY_OF_WEEK"
"162",2020-08-09,"GEO","GADM","GEO.1.1_1","Gagra",0.29967,0.20127,"full_february","DAY_OF_WEEK"
"163",2020-08-10,"GEO","GADM","GEO.1.1_1","Gagra",0.31027,0.17021,"full_february","DAY_OF_WEEK"
"164",2020-08-11,"GEO","GADM","GEO.1.1_1","Gagra",0.2118,0.16502,"full_february","DAY_OF_WEEK"
"165",2020-08-12,"GEO","GADM","GEO.1.1_1","Gagra",0.30653,0.15459,"full_february","DAY_OF_WEEK"
"166",2020-08-13,"GEO","GADM","GEO.1.1_1","Gagra",0.29579,0.14949,"full_february","DAY_OF_WEEK"
"167",2020-08-14,"GEO","GADM","GEO.1.1_1","Gagra",0.38933,0.15349,"full_february","DAY_OF_WEEK"
"168",2020-08-15,"GEO","GADM","GEO.1.1_1","Gagra",0.41235,0.16013,"full_february","DAY_OF_WEEK"
"169",2020-08-16,"GEO","GADM","GEO.1.1_1","Gagra",0.489,0.1842,"full_february","DAY_OF_WEEK"
"170",2020-08-17,"GEO","GADM","GEO.1.1_1","Gagra",0.30554,0.17252,"full_february","DAY_OF_WEEK"
"171",2020-08-18,"GEO","GADM","GEO.1.1_1","Gagra",0.27458,0.15612,"full_february","DAY_OF_WEEK"
"172",2020-08-19,"GEO","GADM","GEO.1.1_1","Gagra",0.3236,0.15719,"full_february","DAY_OF_WEEK"
"173",2020-08-20,"GEO","GADM","GEO.1.1_1","Gagra",0.2915,0.15101,"full_february","DAY_OF_WEEK"
"174",2020-08-21,"GEO","GADM","GEO.1.1_1","Gagra",0.53651,0.15681,"full_february","DAY_OF_WEEK"
"175",2020-08-22,"GEO","GADM","GEO.1.1_1","Gagra",0.40484,0.17973,"full_february","DAY_OF_WEEK"
"176",2020-08-23,"GEO","GADM","GEO.1.1_1","Gagra",0.47159,0.18106,"full_february","DAY_OF_WEEK"
"177",2020-08-24,"GEO","GADM","GEO.1.1_1","Gagra",0.36509,0.13004,"full_february","DAY_OF_WEEK"
"178",2020-08-25,"GEO","GADM","GEO.1.1_1","Gagra",0.30278,0.16479,"full_february","DAY_OF_WEEK"
"179",2020-08-26,"GEO","GADM","GEO.1.1_1","Gagra",0.38371,0.14858,"full_february","DAY_OF_WEEK"
"180",2020-08-27,"GEO","GADM","GEO.1.1_1","Gagra",0.45285,0.17946,"full_february","DAY_OF_WEEK"
"181",2020-08-28,"GEO","GADM","GEO.1.1_1","Gagra",0.40045,0.16482,"full_february","DAY_OF_WEEK"
"182",2020-08-29,"GEO","GADM","GEO.1.1_1","Gagra",0.31159,0.18002,"full_february","DAY_OF_WEEK"
"183",2020-08-30,"GEO","GADM","GEO.1.1_1","Gagra",0.45186,0.16423,"full_february","DAY_OF_WEEK"
"184",2020-08-31,"GEO","GADM","GEO.1.1_1","Gagra",0.32496,0.17015,"full_february","DAY_OF_WEEK"
"185",2020-09-01,"GEO","GADM","GEO.1.1_1","Gagra",0.28561,0.13994,"full_february","DAY_OF_WEEK"
"186",2020-09-02,"GEO","GADM","GEO.1.1_1","Gagra",0.34544,0.1422,"full_february","DAY_OF_WEEK"
"187",2020-09-03,"GEO","GADM","GEO.1.1_1","Gagra",0.13535,0.15834,"full_february","DAY_OF_WEEK"
"188",2020-09-04,"GEO","GADM","GEO.1.1_1","Gagra",0.28874,0.15086,"full_february","DAY_OF_WEEK"
"189",2020-09-05,"GEO","GADM","GEO.1.1_1","Gagra",0.42287,0.15854,"full_february","DAY_OF_WEEK"
"190",2020-09-06,"GEO","GADM","GEO.1.1_1","Gagra",0.31792,0.18336,"full_february","DAY_OF_WEEK"
"191",2020-09-07,"GEO","GADM","GEO.1.1_1","Gagra",0.24766,0.1759,"full_february","DAY_OF_WEEK"
"192",2020-09-08,"GEO","GADM","GEO.1.1_1","Gagra",0.32279,0.15288,"full_february","DAY_OF_WEEK"
"193",2020-09-09,"GEO","GADM","GEO.1.1_1","Gagra",0.16386,0.13937,"full_february","DAY_OF_WEEK"
"194",2020-09-10,"GEO","GADM","GEO.1.1_1","Gagra",0.17832,0.16182,"full_february","DAY_OF_WEEK"
"195",2020-09-11,"GEO","GADM","GEO.1.1_1","Gagra",0.20685,0.16251,"full_february","DAY_OF_WEEK"
"196",2020-09-12,"GEO","GADM","GEO.1.1_1","Gagra",0.33147,0.15582,"full_february","DAY_OF_WEEK"
"197",2020-09-13,"GEO","GADM","GEO.1.1_1","Gagra",0.58963,0.1556,"full_february","DAY_OF_WEEK"
"198",2020-09-14,"GEO","GADM","GEO.1.1_1","Gagra",0.3824,0.13099,"full_february","DAY_OF_WEEK"
"199",2020-09-15,"GEO","GADM","GEO.1.1_1","Gagra",0.2407,0.17313,"full_february","DAY_OF_WEEK"
"200",2020-09-16,"GEO","GADM","GEO.1.1_1","Gagra",0.31622,0.17561,"full_february","DAY_OF_WEEK"
"201",2020-09-17,"GEO","GADM","GEO.1.1_1","Gagra",0.26595,0.14241,"full_february","DAY_OF_WEEK"
"202",2020-09-18,"GEO","GADM","GEO.1.1_1","Gagra",0.37458,0.16843,"full_february","DAY_OF_WEEK"
"203",2020-09-19,"GEO","GADM","GEO.1.1_1","Gagra",0.34388,0.16917,"full_february","DAY_OF_WEEK"
"204",2020-09-20,"GEO","GADM","GEO.1.1_1","Gagra",0.48226,0.17174,"full_february","DAY_OF_WEEK"
"205",2020-09-21,"GEO","GADM","GEO.1.1_1","Gagra",0.30166,0.16787,"full_february","DAY_OF_WEEK"
"206",2020-09-22,"GEO","GADM","GEO.1.1_1","Gagra",0.25219,0.15224,"full_february","DAY_OF_WEEK"
"207",2020-09-23,"GEO","GADM","GEO.1.1_1","Gagra",0.39375,0.16775,"full_february","DAY_OF_WEEK"
"208",2020-09-24,"GEO","GADM","GEO.1.1_1","Gagra",0.22878,0.17364,"full_february","DAY_OF_WEEK"
"209",2020-09-25,"GEO","GADM","GEO.1.1_1","Gagra",0.23237,0.16402,"full_february","DAY_OF_WEEK"
"210",2020-09-26,"GEO","GADM","GEO.1.1_1","Gagra",0.39603,0.16019,"full_february","DAY_OF_WEEK"
"211",2020-09-27,"GEO","GADM","GEO.1.1_1","Gagra",0.47173,0.17257,"full_february","DAY_OF_WEEK"
"212",2020-09-28,"GEO","GADM","GEO.1.1_1","Gagra",0.17289,0.17491,"full_february","DAY_OF_WEEK"
"213",2020-09-29,"GEO","GADM","GEO.1.1_1","Gagra",0.34394,0.15118,"full_february","DAY_OF_WEEK"
"214",2020-09-30,"GEO","GADM","GEO.1.1_1","Gagra",0.31832,0.17964,"full_february","DAY_OF_WEEK"
"215",2020-10-01,"GEO","GADM","GEO.1.1_1","Gagra",0.2024,0.17988,"full_february","DAY_OF_WEEK"
"216",2020-10-02,"GEO","GADM","GEO.1.1_1","Gagra",0.23846,0.1976,"full_february","DAY_OF_WEEK"
"217",2020-10-03,"GEO","GADM","GEO.1.1_1","Gagra",0.134,0.1916,"full_february","DAY_OF_WEEK"
"218",2020-10-04,"GEO","GADM","GEO.1.1_1","Gagra",0.29981,0.18651,"full_february","DAY_OF_WEEK"
"219",2020-10-05,"GEO","GADM","GEO.1.1_1","Gagra",0.25422,0.18077,"full_february","DAY_OF_WEEK"
