"","country_region_code","country_region","sub_region_1","sub_region_2","metro_area","iso_3166_2_code","census_fips_code","place_id","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"541","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-03,-31,-9,-28,-12,-33,11
"542","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-04,-33,-7,-12,-9,-35,10
"543","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-05,-31,-8,-11,-13,-34,11
"544","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-06,-36,-9,-38,-16,-31,13
"545","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-07,-32,-9,-29,-11,-16,7
"546","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-08,-26,-7,-15,-6,-10,4
"547","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-09,-38,-18,-24,-17,-36,13
"548","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-10,-35,-14,-30,-17,-36,14
"549","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-11,-37,-13,-30,-16,-38,13
"550","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-12,-37,-14,-30,-19,-37,14
"551","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-13,-37,-9,-28,-15,-32,14
"552","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-14,-33,-12,-22,-11,-17,7
"553","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-15,-29,-8,-15,-11,-12,5
"554","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-16,-40,-19,-31,-19,-36,13
"555","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-17,-37,-15,-29,-20,-37,14
"556","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-18,-43,-20,-41,-21,-39,15
"557","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-19,-42,-20,-47,-27,-39,16
"558","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-20,-35,-7,-41,-17,-35,15
"559","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-21,-24,2,-28,-5,-18,5
"560","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-22,-19,1,-13,-4,-10,5
"561","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-23,-39,-19,-45,-29,-62,18
"562","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-24,-37,-14,-29,-20,-37,14
"563","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-25,-40,-14,-36,-20,-38,15
"564","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-26,-31,-8,-30,-18,-37,14
"565","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-27,-13,12,-25,1,-31,11
"566","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-28,-57,-19,-24,-35,-26,12
"567","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-29,-58,-19,-19,-36,-24,10
"568","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-11-30,-59,-24,-38,-42,-45,18
"569","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-01,-57,-18,-35,-40,-47,19
"570","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-02,-58,-17,-23,-37,-47,17
"571","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-03,-59,-20,-32,-42,-46,19
"572","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-04,-59,-16,-32,-38,-42,19
"573","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-05,-59,-20,-37,-37,-29,12
"574","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-06,-62,-22,-45,-40,-27,11
"575","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-07,-61,-25,-45,-44,-47,18
"576","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-08,-59,-20,-40,-42,-45,19
"577","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-09,-61,-24,-42,-40,-47,18
"578","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-10,-59,-22,-38,-40,-46,19
"579","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-11,-60,-18,-40,-38,-43,19
"580","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-12,-58,-19,-32,-34,-28,12
"581","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-13,-56,-14,-9,-29,-23,8
"582","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-14,-59,-23,-34,-38,-44,17
"583","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-15,-58,-20,-36,-38,-45,18
"584","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-16,-57,-18,-33,-34,-45,17
"585","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-17,-58,-22,-33,-38,-44,18
"586","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-18,-57,-15,-28,-33,-39,17
"587","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-19,-56,-17,-22,-30,-24,10
"588","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-20,-54,-12,-7,-27,-19,8
"589","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-21,-56,-19,-27,-34,-41,16
"590","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-22,-56,-19,-35,-36,-42,16
"591","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-23,-58,-19,-44,-36,-43,16
"592","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-24,-42,-9,-30,-28,-39,14
"593","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-25,-39,1,-19,-19,-34,13
"594","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-26,-35,3,-16,-14,-15,6
"595","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-27,-29,11,-1,-7,-2,4
"596","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-28,-36,-2,-19,-19,-37,11
"597","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-29,-32,8,-20,-17,-39,12
"598","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-30,-33,15,-25,-15,-43,12
"599","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2020-12-31,-34,20,-18,-18,-55,14
"600","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-01,-74,-49,-41,-44,-79,22
"601","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-02,-62,-35,-32,-40,-58,12
"602","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-03,-68,-35,-25,-39,-38,8
"603","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-04,-65,-35,-45,-45,-56,19
"604","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-05,-61,-27,-38,-42,-54,19
"605","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-06,-55,-14,-22,-27,-52,13
"606","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-07,-70,-36,-36,-45,-73,22
"607","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-08,-62,-24,-39,-37,-50,18
"608","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-09,-58,-22,-16,-30,-26,9
"609","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-10,-57,-17,-5,-26,-16,6
"610","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-11,-58,-23,-39,-35,-44,16
"611","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-12,-57,-19,-37,-34,-45,16
"612","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-13,-58,-14,-36,-32,-47,13
"613","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-14,-63,-29,-33,-42,-52,13
"614","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-15,-62,-26,-45,-41,-46,14
"615","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-16,-60,-27,-38,-35,-29,8
"616","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-17,-58,-21,-19,-30,-23,5
"617","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-18,-60,-27,-46,-38,-44,13
"618","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-19,-60,-24,-39,-39,-63,18
"619","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-20,-59,-24,-41,-35,-43,13
"620","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-21,-58,-23,-42,-38,-43,15
"621","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-22,-56,-15,-32,-31,-37,14
"622","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-23,-55,-17,-19,-27,-24,7
"623","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-24,-55,-16,-9,-25,-17,5
"624","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-25,-56,-20,-33,-33,-40,13
"625","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-26,-54,-18,-28,-33,-40,13
"626","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-27,-55,-17,-26,-30,-40,13
"627","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-28,-55,-17,-29,-34,-40,14
"628","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-29,-54,-11,-31,-31,-34,13
"629","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-30,-53,-13,-22,-29,-20,7
"630","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-01-31,-53,-10,-11,-29,-14,4
"631","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-01,-43,-10,-20,-30,-36,10
"632","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-02,-40,-6,-17,-29,-36,11
"633","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-03,-44,-9,-17,-29,-37,10
"634","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-04,-45,-10,-18,-34,-37,11
"635","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-05,-47,-7,-39,-33,-32,12
"636","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-06,-51,-12,-19,-30,-20,6
"637","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-07,-56,-16,-23,-34,-18,4
"638","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-08,-38,-9,-24,-17,-33,9
"639","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-09,-37,-7,-29,-17,-33,10
"640","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-10,-37,-4,-16,-13,-33,9
"641","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-11,-34,-4,-13,-15,-32,9
"642","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-12,-33,4,-12,-9,-27,8
"643","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-13,-53,-13,-29,-32,-22,6
"644","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-14,-49,-3,6,-26,-13,3
"645","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-15,-31,-2,-16,-9,-28,6
"646","GE","Georgia",NA,NA,NA,NA,NA,"ChIJp3PBzzQMREARiY2UO_1wMlc",2021-02-16,-40,-8,-41,-18,-31,9
